channels,pos_pixels,neg_pixels
354,890,1414
355,741,1563
356,2304,0
357,893,1411
358,2304,0
359,837,1467
360,1102,1202
361,1021,1283
362,1070,1234
363,2304,0
364,2304,0
365,953,1351
366,948,1356
367,2304,0
368,949,1355
369,972,1332
370,2304,0
371,2304,0
372,2304,0
373,2304,0
374,1024,1280
375,2304,0
376,934,1370
377,947,1357
378,966,1338
379,2304,0
380,2304,0
381,2304,0
382,1040,1264
383,2304,0
384,2304,0
385,859,1445
386,2304,0
387,2304,0
388,1088,1216
389,2304,0
390,2304,0
391,2304,0
392,2304,0
393,2304,0
394,840,1464
395,2304,0
396,2304,0
397,881,1423
398,2304,0
399,868,1436
400,878,1426
401,561,1743
402,2304,0
403,2304,0
404,974,1330
405,884,1420
406,2304,0
407,2304,0
408,2304,0
409,2304,0
410,843,1461
411,2304,0
412,2304,0
413,921,1383
414,2304,0
415,971,1333
416,1006,1298
417,2304,0
418,2304,0
419,2304,0
420,2304,0
421,1063,1241
422,2304,0
423,2304,0
424,840,1464
425,2304,0
426,813,1491
427,2304,0
428,2304,0
429,2304,0
430,2304,0
431,2304,0
432,967,1337
433,2304,0
434,1036,1268
435,2304,0
436,2304,0
437,1049,1255
438,2304,0
439,428,1876
440,2304,0
441,2304,0
442,2304,0
443,973,1331
444,973,1331
445,2304,0
446,958,1346
447,2304,0
448,2304,0
449,778,1526
450,937,1367
451,1005,1299
452,908,1396
453,2304,0
454,2304,0
455,940,1364
456,2304,0
457,1020,1284
458,2304,0
459,789,1515
460,895,1409
461,2304,0
462,2304,0
463,2304,0
464,849,1455
465,2304,0
466,2304,0
467,2304,0
468,476,1828
469,2304,0
470,990,1314
471,1104,1200
472,2304,0
473,2304,0
474,2304,0
475,991,1313
476,951,1353
477,859,1445
478,2304,0
479,2304,0
480,2304,0
481,1078,1226
482,2304,0
483,1166,1138
484,2304,0
485,904,1400
486,2304,0
487,1075,1229
488,2304,0
489,2304,0
490,863,1441
491,926,1378
492,2304,0
493,2304,0
494,995,1309
495,1145,1159
496,895,1409
497,1094,1210
498,778,1526
499,971,1333
500,2304,0
501,2304,0
502,2304,0
503,2304,0
504,2304,0
505,2304,0
506,2304,0
507,734,1570
508,2304,0
509,804,1500
510,992,1312
511,993,1311
