channels,pos_pixels,neg_pixels
294,576,0
295,576,0
296,576,0
297,576,0
298,308,268
299,576,0
300,576,0
301,576,0
302,255,321
303,576,0
304,252,324
305,576,0
306,576,0
307,321,255
308,310,266
309,576,0
310,576,0
311,281,295
312,576,0
313,252,324
314,576,0
315,576,0
316,576,0
317,576,0
318,576,0
319,576,0
320,576,0
321,246,330
322,281,295
323,231,345
324,228,348
325,576,0
326,576,0
327,238,338
328,254,322
329,298,278
330,279,297
331,267,309
332,238,338
333,273,303
334,319,257
335,576,0
336,576,0
337,576,0
338,576,0
339,279,297
340,576,0
341,576,0
342,576,0
343,231,345
344,576,0
345,576,0
346,293,283
347,576,0
348,250,326
349,576,0
350,576,0
351,230,346
352,576,0
353,576,0
354,576,0
355,251,325
356,184,392
357,576,0
358,576,0
359,576,0
360,242,334
361,576,0
362,238,338
363,277,299
364,530,46
365,576,0
366,576,0
367,576,0
368,294,282
369,235,341
370,272,304
371,283,293
372,576,0
373,295,281
374,330,246
375,576,0
376,233,343
377,250,326
378,255,321
379,576,0
380,275,301
381,576,0
382,265,311
383,336,240
384,258,318
385,270,306
386,238,338
387,576,0
388,576,0
389,576,0
390,576,0
391,576,0
392,576,0
393,576,0
394,224,352
395,265,311
396,263,313
397,216,360
398,576,0
399,286,290
400,260,316
401,268,308
402,576,0
403,277,299
404,234,342
405,289,287
406,576,0
407,576,0
408,273,303
409,273,303
410,576,0
411,576,0
412,576,0
413,576,0
414,576,0
415,282,294
416,259,317
417,576,0
418,576,0
419,297,279
420,576,0
421,576,0
422,576,0
423,576,0
424,576,0
425,293,283
426,576,0
427,239,337
428,576,0
429,251,325
430,310,266
431,576,0
432,576,0
433,576,0
434,576,0
435,251,325
436,302,274
437,576,0
438,173,403
439,244,332
440,249,327
441,259,317
442,228,348
443,221,355
444,576,0
445,576,0
446,255,321
447,576,0
448,272,304
449,247,329
450,302,274
451,576,0
452,576,0
453,211,365
454,244,332
455,292,284
456,576,0
457,576,0
458,576,0
459,268,308
460,576,0
461,232,344
462,299,277
463,576,0
464,266,310
465,288,288
466,245,331
467,253,323
468,253,323
469,268,308
470,576,0
471,576,0
472,178,398
473,196,380
474,576,0
475,576,0
476,247,329
477,576,0
478,157,419
479,271,305
480,293,283
481,576,0
482,576,0
483,576,0
484,576,0
485,576,0
486,576,0
487,271,305
488,268,308
489,576,0
490,236,340
491,576,0
492,236,340
493,576,0
494,248,328
495,221,355
496,225,351
497,282,294
498,576,0
499,327,249
500,576,0
501,257,319
502,576,0
503,576,0
504,576,0
505,263,313
506,576,0
507,576,0
508,230,346
509,244,332
510,199,377
511,576,0
