channels,pos_pixels,neg_pixels
225,827,1477
226,2304,0
227,1085,1219
228,690,1614
229,2304,0
230,1022,1282
231,2304,0
232,1025,1279
233,853,1451
234,2304,0
235,1003,1301
236,2304,0
237,2304,0
238,1149,1155
239,1014,1290
240,2304,0
241,2304,0
242,860,1444
243,1127,1177
244,1015,1289
245,1040,1264
246,955,1349
247,2304,0
248,2304,0
249,955,1349
250,2304,0
251,766,1538
252,2304,0
253,2304,0
254,1069,1235
255,2304,0
256,1001,1303
257,660,1644
258,1013,1291
259,737,1567
260,751,1553
261,2304,0
262,2304,0
263,1061,1243
264,980,1324
265,2304,0
266,2304,0
267,2304,0
268,997,1307
269,2304,0
270,878,1426
271,2304,0
272,2304,0
273,864,1440
274,1204,1100
275,2304,0
276,1014,1290
277,921,1383
278,2304,0
279,1063,1241
280,2304,0
281,2304,0
282,2304,0
283,1010,1294
284,982,1322
285,1064,1240
286,852,1452
287,1176,1128
288,1074,1230
289,1012,1292
290,933,1371
291,945,1359
292,2304,0
293,2304,0
294,2304,0
295,2117,187
296,836,1468
297,1033,1271
298,950,1354
299,2304,0
300,2304,0
301,1093,1211
302,826,1478
303,2304,0
304,2304,0
305,1007,1297
306,2304,0
307,1115,1189
308,1019,1285
309,1047,1257
310,1039,1265
311,1134,1170
312,1066,1238
313,2304,0
314,2304,0
315,821,1483
316,2304,0
317,2304,0
318,2304,0
319,671,1633
320,2304,0
321,956,1348
322,2304,0
323,1061,1243
324,2304,0
325,2304,0
326,922,1382
327,1068,1236
328,1101,1203
329,2304,0
330,993,1311
331,1085,1219
332,1016,1288
333,861,1443
334,1040,1264
335,954,1350
336,2304,0
337,2304,0
338,2304,0
339,2304,0
340,899,1405
341,2304,0
342,940,1364
343,2304,0
344,1000,1304
345,2304,0
346,2304,0
347,791,1513
348,2304,0
349,892,1412
350,965,1339
351,2304,0
352,2304,0
353,1016,1288
354,2304,0
355,939,1365
356,867,1437
357,2304,0
358,451,1853
359,850,1454
360,821,1483
361,2304,0
362,2304,0
363,803,1501
364,1034,1270
365,2304,0
366,901,1403
367,2304,0
368,2304,0
369,933,1371
370,2304,0
371,2304,0
372,2304,0
373,2304,0
374,2304,0
375,1080,1224
376,2304,0
377,2304,0
378,2304,0
379,1094,1210
380,1000,1304
381,2304,0
382,1126,1178
383,877,1427
384,981,1323
385,2304,0
386,1111,1193
387,2304,0
388,2304,0
389,2304,0
390,978,1326
391,2304,0
392,2304,0
393,2304,0
394,2304,0
395,975,1329
396,2304,0
397,1036,1268
398,669,1635
399,2304,0
400,1021,1283
401,2304,0
402,865,1439
403,972,1332
404,973,1331
405,2304,0
406,2304,0
407,1137,1167
408,916,1388
409,1077,1227
410,976,1328
411,1167,1137
412,2304,0
413,1038,1266
414,854,1450
415,710,1594
416,2304,0
417,2304,0
418,2304,0
419,1000,1304
420,984,1320
421,1053,1251
422,1026,1278
423,1023,1281
424,2304,0
425,1014,1290
426,866,1438
427,2304,0
428,2304,0
429,845,1459
430,998,1306
431,2304,0
432,2304,0
433,872,1432
434,905,1399
435,2304,0
436,1226,1078
437,2304,0
438,1015,1289
439,2304,0
440,2304,0
441,2304,0
442,2304,0
443,926,1378
444,871,1433
445,2304,0
446,2304,0
447,1165,1139
448,2304,0
449,838,1466
450,684,1620
451,2304,0
452,1234,1070
453,2304,0
454,2304,0
455,971,1333
456,1000,1304
457,1150,1154
458,600,1704
459,897,1407
460,2304,0
461,1105,1199
462,2304,0
463,2304,0
464,1179,1125
465,2304,0
466,2304,0
467,2304,0
468,765,1539
469,831,1473
470,2304,0
471,992,1312
472,1054,1250
473,2304,0
474,2304,0
475,1042,1262
476,954,1350
477,2304,0
478,955,1349
479,1065,1239
480,2304,0
481,1165,1139
482,969,1335
483,2304,0
484,886,1418
485,2304,0
486,1081,1223
487,2304,0
488,2304,0
489,2304,0
490,1023,1281
491,910,1394
492,885,1419
493,987,1317
494,2304,0
495,1047,1257
496,940,1364
497,835,1469
498,2304,0
499,2304,0
500,1125,1179
501,1035,1269
502,1106,1198
503,2304,0
504,1006,1298
505,912,1392
506,1148,1156
507,2304,0
508,2304,0
509,2304,0
510,2304,0
511,2304,0
