channels,pos_pixels,neg_pixels
277,921,1383
278,865,1439
279,928,1376
280,1070,1234
281,260,2044
282,865,1439
283,996,1308
284,802,1502
285,863,1441
286,953,1351
287,1070,1234
288,63,2241
289,921,1383
290,1039,1265
291,907,1397
292,971,1333
293,1019,1285
294,1108,1196
295,1047,1257
296,1002,1302
297,1009,1295
298,983,1321
299,940,1364
300,850,1454
301,941,1363
302,935,1369
303,906,1398
304,813,1491
305,1000,1304
306,1020,1284
307,838,1466
308,721,1583
309,741,1563
310,986,1318
311,774,1530
312,1012,1292
313,806,1498
314,932,1372
315,995,1309
316,885,1419
317,941,1363
318,627,1677
319,1044,1260
320,1029,1275
321,1052,1252
322,993,1311
323,889,1415
324,938,1366
325,737,1567
326,1049,1255
327,688,1616
328,952,1352
329,1004,1300
330,814,1490
331,997,1307
332,86,2218
333,997,1307
334,1012,1292
335,916,1388
336,988,1316
337,833,1471
338,62,2242
339,572,1732
340,963,1341
341,832,1472
342,951,1353
343,962,1342
344,983,1321
345,870,1434
346,841,1463
347,907,1397
348,926,1378
349,905,1399
350,826,1478
351,850,1454
352,940,1364
353,907,1397
354,873,1431
355,961,1343
356,803,1501
357,1107,1197
358,735,1569
359,966,1338
360,770,1534
361,717,1587
362,995,1309
363,899,1405
364,858,1446
365,888,1416
366,941,1363
367,928,1376
368,928,1376
369,1095,1209
370,856,1448
371,693,1611
372,943,1361
373,746,1558
374,627,1677
375,966,1338
376,896,1408
377,998,1306
378,964,1340
379,948,1356
380,978,1326
381,995,1309
382,926,1378
383,942,1362
384,891,1413
385,683,1621
386,804,1500
387,993,1311
388,895,1409
389,784,1520
390,947,1357
391,949,1355
392,796,1508
393,750,1554
394,972,1332
395,908,1396
396,928,1376
397,984,1320
398,833,1471
399,689,1615
400,925,1379
401,777,1527
402,935,1369
403,899,1405
404,1010,1294
405,1099,1205
406,1046,1258
407,809,1495
408,907,1397
409,953,1351
410,998,1306
411,1011,1293
412,1009,1295
413,960,1344
414,898,1406
415,999,1305
416,1035,1269
417,991,1313
418,1016,1288
419,994,1310
420,1020,1284
421,723,1581
422,969,1335
423,878,1426
424,920,1384
425,214,2090
426,987,1317
427,792,1512
428,871,1433
429,905,1399
430,1054,1250
431,803,1501
432,962,1342
433,921,1383
434,865,1439
435,1057,1247
436,1042,1262
437,772,1532
438,807,1497
439,985,1319
440,858,1446
441,924,1380
442,1090,1214
443,826,1478
444,1020,1284
445,805,1499
446,967,1337
447,985,1319
448,954,1350
449,797,1507
450,962,1342
451,980,1324
452,722,1582
453,955,1349
454,649,1655
455,927,1377
456,947,1357
457,844,1460
458,848,1456
459,1077,1227
460,758,1546
461,856,1448
462,868,1436
463,868,1436
464,1027,1277
465,798,1506
466,974,1330
467,1064,1240
468,922,1382
469,1036,1268
470,894,1410
471,748,1556
472,1022,1282
473,642,1662
474,969,1335
475,1066,1238
476,774,1530
477,985,1319
478,984,1320
479,985,1319
480,1001,1303
481,839,1465
482,1062,1242
483,901,1403
484,861,1443
485,910,1394
486,840,1464
487,879,1425
488,1170,1134
489,854,1450
490,764,1540
491,902,1402
492,936,1368
493,956,1348
494,861,1443
495,1134,1170
496,1035,1269
497,908,1396
498,1007,1297
499,1017,1287
500,883,1421
501,725,1579
502,970,1334
503,871,1433
504,963,1341
505,926,1378
506,1013,1291
507,792,1512
508,1037,1267
509,939,1365
510,1147,1157
511,1054,1250
